requirement_id,type,priority,domain,chapter,section,page,short_substance,owner,implementation_status,verification_status,production_readiness,pilot_blocking,production_blocking,full_srs_blocking,repo_evidence,test_evidence,evidence_basis,governance_dependency,design_dependency,runtime_dependency,external_dependency,workstream,recommended_lane,merge_wave,can_start_now,blocking_reason,schema_change_expected,migration_expected,notes,delta_from_p0,delta_reason
FR-POS-023,FR,S,POS / Sales,8,8.2,54,The System SHALL support nested modifier groups to a depth of 2 (e.g. “Add sauce” → “which sauce” → “how much”).,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-024,FR,M,POS / Sales,8,8.2,54,Removal modifiers SHALL reduce ingredient consumption in the inventory depletion calculation. A “no cheese” burger SHALL NOT deplete cheese.,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,ModifierRecipeEffect REMOVE_ALL then ADD in consumption-resolution.service.ts,test/order-completion.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-025,FR,S,POS / Sales,8,8.2,55,"The System SHALL support free-text kitchen notes per line, with a configurable per-branch option to disable them.",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
FR-POS-026,FR,C,POS / Sales,8,8.2,55,"The System SHALL support a library of predefined note chips (“no ice”, “well done”, “separate packaging”) to reduce free-text usage.",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
FR-POS-030,FR,S,POS / Sales,8,8.2,55,"The System SHALL support combo items composed of slots, where each slot offers a choice among configured options, with optional price deltas for premium choices.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-031,FR,S,POS / Sales,8,8.2,55,"Combo pricing SHALL support fixed price, sum-of-components-minus- discount, and component-price-override strategies.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-032,FR,S,POS / Sales,8,8.2,55,"Combo revenue SHALL be allocable to component items for reporting purposes, using a configurable allocation basis (equal, by list price, by cost).",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-035,FR,M,POS / Sales,8,8.2,55,"The System SHALL support firing an order to the kitchen either automatically upon line entry (fast-casual mode) or explicitly by user action (table-service mode), configurable per branch and per order type.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,explicit fire implemented (POST /orders/../fire); automatic fast-casual fire mode not implemented,test/sales-fire.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-036,FR,S,POS / Sales,8,8.2,55,"The System SHALL support courses, allowing lines to be grouped and fired independently in sequence.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-037,FR,S,POS / Sales,8,8.2,55,The System SHALL support a “hold and fire” instruction where a course is sent to the kitchen but marked not to start until released.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-038,FR,M,POS / Sales,8,8.2,55,"Adding a line to an already-fired order SHALL create an amendment ticket to the kitchen clearly marked as an addition, not a reprint of the whole order.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,kitchen/tickets amendment path + ticket_fire_batches,test/kds-amendment.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-040,FR,M,POS / Sales,8,8.3,55,"Price for an item SHALL be resolved by the following precedence, evaluated at order time: 1. | Manual price override (permission-gated, audited) 2. | Active promotion for the customer and context 3. | Time-based price list active at the order timestamp (happy hour) 4. | Order-type-specific price lis",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"catalogue/pricing/price-resolution.ts is deterministic and precedence-ordered, but manual override and promotion tiers are absent, and there is no client runtime to prove offline/online parity",price-resolution.spec.ts; test/catalogue.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-041,FR,M,POS / Sales,8,8.3,56,Price resolution SHALL be deterministic and SHALL be identical when computed offline on the device and online on the server. The resolution algorithm is part of the shared conformance test suite (21.9).,SHARED,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"catalogue/pricing/price-resolution.ts is deterministic and precedence-ordered, but manual override and promotion tiers are absent, and there is no client runtime to prove offline/online parity",price-resolution.spec.ts; test/catalogue.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-042,FR,M,POS / Sales,8,8.3,56,"The System SHALL record which price list and which rule produced the price for each line, for audit and reporting.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,order_lines snapshot records the resolving price list and entry,test/order-completion-pinning.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-045,FR,M,POS / Sales,8,8.3,56,"The System SHALL support discounts at line level and order level, expressed as percentage or fixed amount.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-046,FR,M,POS / Sales,8,8.3,56,Every discount SHALL require selection of a reason from a configurable list.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-047,FR,M,POS / Sales,8,8.3,56,The System SHALL enforce configurable approval thresholds:,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-048,FR,M,POS / Sales,8,8.3,56,"Approval SHALL be obtainable by manager PIN entry on the terminal, by manager card swipe, or by remote approval request to the manager’s mobile app, without abandoning the order.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-049,FR,M,POS / Sales,8,8.3,56,"The System SHALL record for every discount: amount, percentage, reason, applying employee, approving employee, timestamp, and order context.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-050,FR,S,POS / Sales,8,8.3,56,"The System SHALL support “comp” (complimentary) as distinct from discount: a comped item is given free, the revenue is zero, but the cost is still recognised and inventory is still depleted.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-051,FR,M,POS / Sales,8,8.3,56,"Discount stacking SHALL be controlled by configuration: promotions may be marked exclusive, and the System SHALL apply the most favourable single discount when exclusivity is set.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-055,FR,S,POS / Sales,8,8.3,57,"The System SHALL support automatic service charge as a percentage, configurable per branch, per order type, and conditional on guest count.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-056,FR,S,POS / Sales,8,8.3,57,"The System SHALL support tip entry at payment, on the payment terminal, and post-payment adjustment where the acquirer supports it.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-057,FR,S,POS / Sales,8,8.3,57,The System SHALL support tip pooling configuration and SHALL produce a tip distribution report per shift.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-058,FR,M,POS / Sales,8,8.3,57,"The System SHALL correctly apply the country pack’s rule on whether service charge is itself taxable, as this differs by jurisdiction.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no discount, comp, service-charge or tip service exists; order_lines.line_discount and orders.discount_total/service_charge_total/tip_total are columns that are always 0",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-060,FR,M,POS / Sales,8,8.4,57,"The System SHALL support the following tender types: cash, card (via integrated terminal), card (manual/external terminal), digital wallet, gift card, loyalty points, store credit, voucher, bank transfer, on-account (credit customer), and aggregator-settled.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,OrderPaymentTender enum is deliberately cash | manual_external_card only (documented MVP carve-out); card/wallet/giftcard/voucher/aggregator absent,test/sales-payment.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-061,FR,M,POS / Sales,8,8.4,57,"The System SHALL support split payment across multiple tenders on a single order, with running balance display.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"payment supports single-tender capture only; no split, no bill splitting, no cash rounding, no integrated terminal, no on-account",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-062,FR,M,POS / Sales,8,8.4,57,"The System SHALL support splitting a bill by: equal division among N parties, by seat, by selected items, and by arbitrary amount.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"payment supports single-tender capture only; no split, no bill splitting, no cash rounding, no integrated terminal, no on-account",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-063,FR,M,POS / Sales,8,8.4,57,"For cash payment, the System SHALL compute change due and SHALL apply the country pack’s cash rounding rule, recording any rounding adjustment as a separate ledger amount.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"payment supports single-tender capture only; no split, no bill splitting, no cash rounding, no integrated terminal, no on-account",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-064,FR,M,POS / Sales,8,8.4,57,"Integrated card payment SHALL be initiated from the POS, and the System SHALL handle terminal timeout, decline, partial approval, and communication failure without leaving the order in an indeterminate state.",EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,NO,YES,"payment supports single-tender capture only; no split, no bill splitting, no cash rounding, no integrated terminal, no on-account",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-065,FR,M,POS / Sales,8,8.4,57,Payment operations SHALL be idempotent. A retried payment request bearing the same idempotency key SHALL NOT create a second charge. Risk: The most damaging POS defect class is double-charging a customer because the cashier tapped “Pay” again after a slow response. Idempotency keys generated per pay,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,payment path uses common/idempotency with fingerprint + stored response,test/sales-payment.e2e-spec.ts; sales-payment-concurrency,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-066,FR,M,POS / Sales,8,8.4,57,"The System SHALL NOT store, log, or transmit card PANs, CVV, or magnetic stripe data. Only the last 4 digits, card scheme, authorisation code, and terminal reference SHALL be retained.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,no PAN/CVV/track storage; see FR-SEC-044,test/sales-payment.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-067,FR,S,POS / Sales,8,8.4,57,"The System SHALL support on-account sales to registered credit customers with a configurable credit limit, blocking sales that would exceed it without override permission.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"payment supports single-tender capture only; no split, no bill splitting, no cash rounding, no integrated terminal, no on-account",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-070,FR,M,POS / Sales,8,8.5,58,The System SHALL distinguish four correction operations:,BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,YES,YES,YES,"only PRE-FIRE line void exists (DELETE .../lines/:lineId, permission pos.order.void_line_prefire). Post-fire void, cancel, refund not implemented.",test/sales-lines.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-071,FR,M,POS / Sales,8,8.5,58,"Post-fire voids SHALL prompt the user to classify the disposition of the produced item: returned to stock (if applicable), wasted, or given to staff. The classification SHALL create the corresponding inventory record.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no post-fire void, cancel or refund path; only pre-fire line void",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-072,FR,M,POS / Sales,8,8.5,58,"Refunds SHALL reference the original order and SHALL NOT permit a refund exceeding the original amount, in aggregate across all refunds against that order.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no post-fire void, cancel or refund path; only pre-fire line void",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-073,FR,M,POS / Sales,8,8.5,58,"Refunds SHALL require a reason and, above a configurable threshold, manager approval.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no post-fire void, cancel or refund path; only pre-fire line void",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-074,FR,M,POS / Sales,8,8.5,58,Refunds SHALL be returned to the original tender type by default; refunding to a different tender SHALL require elevated permission and SHALL be flagged in the fraud detection report.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no post-fire void, cancel or refund path; only pre-fire line void",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-075,FR,M,POS / Sales,8,8.5,58,"All voids, cancellations, and refunds SHALL generate audit entries containing the actor, approver, reason, amount, and full before/after state.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no post-fire void, cancel or refund path; only pre-fire line void",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-080,FR,S,POS / Sales,8,8.6,58,"The System SHALL provide a graphical floor plan editor allowing definition of areas, tables, shapes, capacities, and positions.",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,"org.tables exists as a registry; no floor plan, table state machine, merge/split/transfer or section assignment",none,MODULE,,,,,P6-POS,C,2,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
