requirement_id,type,module,priority,srs_section,short_text,backend_applicability,status,canonical_evidence,test_evidence,other_worktree_evidence,missing_behavior,dependency_or_blocker,governance_reference,recommended_workstream
FR-POS-011,FR,POS,M,8.2.2,"Item lookup: category nav, AR/EN text search, barcode, PLU, favourites/quick-keys",SHARED_BACKEND_AND_CLIENT,PARTIAL,"barcode/PLU fields found in catalogue.dto.ts, catalogue.controller.ts, menu-items.service.ts (grep hits, not deep-read)",NONE found in this pass,,Arabic/English diacritic-insensitive text search and favourites/quick-keys panel not evidenced anywhere in catalogue or sales modules,,,POS-MENU-SEARCH
FR-POS-012,FR,POS,M,8.2.2,Arabic search normalisation (alef/taa marbuta/tashkeel-insensitive),BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"Whole-repo grep for 'tashkeel','normalizeArabic','arabicNormali' returns zero hits anywhere in src/. No Arabic text-normalisation code exists.",,,POS-ARABIC-SEARCH-NORMALISATION
FR-POS-013,FR,POS,M,8.2.2,Multi-variant items; variant selection required before line capture,BACKEND,COMPLETE,sales.dto.ts:AddOrderLineDto.variantId required (no @IsOptional); order-lines.service.ts:loadSellable requires variant.menuItemId===menuItem.id,NONE found in this pass,,,,,
FR-POS-014,FR,POS,M,8.2.2,"Fractional quantities by weight, connected-scale input",BACKEND,PARTIAL,"sales.dto.ts:AddOrderLineDto.quantity regex allows up to 3 decimal places; order-lines.service.ts QUANTITY_SCALE=3 (DECIMAL(12,3))",NONE found,,No connected-scale hardware integration found (grep for 'scale' hardware input: zero hits) — quantity entry is manual/API only,,,
FR-POS-015,FR,POS,M,8.2.2,"Open-price items entered at sale time, permission-gated, min/max bounded",BACKEND,NOT_IMPLEMENTED,catalogue: MenuItem has isOpenPrice flag (order-lines.service.ts:loadSellable selects it) but never reads it or branches on it,NONE,,AddOrderLineDto has no price field at all ('the DTO does not even have fields for them' — orders.service.ts docblock); addLine always derives price via PriceResolutionService regardless of isOpenPrice; no permission/min/max bound code path exists,,,POS-OPEN-PRICE-ITEMS
FR-POS-016,FR,POS,M,8.2.2,Open-description ('misc') items mapped to revenue category/tax class,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No free-text/open-description line type found; addLine requires a real menuItemId/variantId,,,
FR-POS-020,FR,POS,M,8.2.3,"Modifier groups presented on selection, min/max enforced",BACKEND,COMPLETE,order-lines.service.ts:resolveModifiers enforces group.minSelections/maxSelections/isRequired/allowRepeat,NONE found in this pass,,"'Presented immediately upon selection, in configured order' is client UI; server-side cardinality enforcement confirmed",,,
FR-POS-021,FR,POS,M,8.2.3,Modifiers support 3 semantic kinds,BACKEND,COMPLETE,"kitchen.controller.ts:ticketCardModifierSchema kind enum=['addition','removal','substitution']; order-lines.service.ts persists kindSnapshot verbatim",NONE found in this pass,,,,,
FR-POS-022,FR,POS,M,8.2.3,Modifier price deltas configurable per price-list/branch/order-type,BACKEND,PARTIAL,order-lines.service.ts:resolveModifiers reads modifier.priceDelta directly off the Modifier row (a flat value),NONE found,,"No evidence priceDelta is resolved per price-list, per branch, or per order-type — appears to be a single configured value applied uniformly",,,POS-MODIFIER-PRICE-DELTA-DIMENSIONS
FR-POS-023,FR,POS,S,8.2.3,Nested modifier groups to depth 2,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"resolveModifiers only resolves modifierGroupLink -> group -> modifiers, a single flat level; no nested-group-of-group structure found in schema usage",,,
FR-POS-024,FR,POS,M,8.2.3,Removal modifiers reduce ingredient depletion (no-cheese doesn't deplete cheese),BACKEND,COMPLETE,order-lines.service.ts: modifierEffectRows / removeAllStockItemIds built from basis.modifierEffects with operation 'remove_all'; production/costing/modifier-recipe-effects.service.ts implements the effect resolution (not deep-read this pass),NONE found in this pass,,,,,
FR-POS-025,FR,POS,S,8.2.3,"Free-text kitchen notes per line, configurable per-branch disable",BACKEND,PARTIAL,"sales.dto.ts:AddOrderLineDto.notes (free text, max 500 chars); order-lines.service.ts persists notes",NONE found,,No per-branch configuration flag found to disable free-text notes,,,
FR-POS-026,FR,POS,C,8.2.3,"Predefined note-chip library (no ice, well done, etc.)",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No note-chip/preset-note catalogue found anywhere in catalogue or sales modules,,,
FR-POS-030,FR,POS,S,8.2.4,"Combo items with slots, choices, optional price deltas",SHARED_BACKEND_AND_CLIENT,PARTIAL,"Catalogue module defines Combo/ComboSlot concepts (grep hits in catalogue.views.ts, catalogue.controller.ts, catalogue.dto.ts, menu-items.service.ts, catalogue.permissions.ts) — menu definition side exists",NONE found in this pass,,order-lines.service.ts:addLine has no combo/slot capture path at all — a combo cannot actually be SOLD through the POS API; catalogue-side definition without Sales-side capture is not a usable end-to-end feature,,,POS-COMBO-ORDER-CAPTURE
FR-POS-031,FR,POS,S,8.2.4,"Combo pricing strategies: fixed, sum-minus-discount, component-override",BACKEND,NOT_IMPLEMENTED,NONE in Sales pricing path,NONE,,PriceResolutionService/order-lines.service.ts have no combo-aware pricing branch,,,POS-COMBO-ORDER-CAPTURE
FR-POS-032,FR,POS,S,8.2.4,Combo revenue allocation to components for reporting,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No combo sale capture exists (see FR-POS-030/031), so no allocation logic can exist downstream",,,POS-COMBO-ORDER-CAPTURE
FR-POS-035,FR,POS,M,8.2.5,"Fire: automatic-on-entry OR explicit-by-user, configurable per branch/order-type",BACKEND,PARTIAL,orders.controller.ts:fire() — explicit Fire route (POST .../fire) implemented and documented as 'explicit MVP Fire — no auto-Fire',NONE found in this pass,,Automatic (fast-casual) firing mode and the per-branch/order-type configuration toggle are explicitly not implemented (self-documented in code comment),,,POS-AUTO-FIRE-MODE
FR-POS-036,FR,POS,S,8.2.5,Courses: lines grouped and fired independently in sequence,BACKEND,PARTIAL,sales.dto.ts:AddOrderLineDto.course (int) persisted on OrderLine — course grouping data model exists,NONE found,,"fire() 'fires every currently-PENDING line' with no course selector — independent per-course firing is not implemented, only whole-order Fire",,,
FR-POS-037,FR,POS,S,8.2.5,Hold-and-fire: course sent but marked not to start until released,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No hold/release concept found in Sales or Kitchen modules,,,
FR-POS-038,FR,POS,M,8.2.5,"Post-fire line addition creates amendment ticket, not full reprint",BACKEND,COMPLETE,"orders.controller.ts fire() docblock: 'Every Fire (first or amendment) publishes one order.line.fired per newly-fired line'; kitchen/tickets/order-line-fired.handler.ts consumes it (not deep-read, referenced consistently across docs)",NONE found in this pass,,,,,
FR-POS-040,FR,POS,M,8.3.1,7-tier price resolution precedence at order time,BACKEND,PARTIAL,"price-resolution.service.ts + price-resolution.ts: implements priority/scopeType/scopeId/orderType/validFrom/validTo/recurrenceRule-based resolution across price lists (covers tiers ~3-7: time-based, order-type, branch, brand, base)",NONE found in this pass,,No 'manual price override' (tier 1) or 'active promotion' (tier 2) concept found anywhere in catalogue or sales — those two precedence tiers appear absent,,,POS-PRICE-MANUAL-OVERRIDE-AND-PROMOTIONS
FR-POS-041,FR,POS,M,8.3.1,"Price resolution deterministic, identical offline/online, shared conformance suite",BACKEND,PARTIAL,resolvePrice (price-resolution.ts) is pure/deterministic given identical inputs,NONE found,,No offline/device-side price resolution exists in this backend repo to compare against for 'identical when computed offline'; that half is out of backend scope by definition but the requirement demands parity — flagged as cross-repo dependency,Offline/client price-resolution parity is outside this backend repo,,
FR-POS-042,FR,POS,M,8.3.1,Record which price list/rule produced each line's price,BACKEND,COMPLETE,order-lines.service.ts persists priceListId/priceEntryId/priceRule on OrderLine from PriceResolutionService's result,NONE found in this pass,,,,,
FR-POS-045,FR,POS,M,8.3.2,"Line- and order-level discounts, percentage or fixed",BACKEND,COMPLETE,"orders.controller.ts:applyLineDiscount/applyOrderDiscount; sales.dto.ts:ApplyDiscountDto type in ['percentage','fixed']",NONE found in this pass,,,,,
FR-POS-046,FR,POS,M,8.3.2,Every discount requires a reason from configurable list,BACKEND,COMPLETE,"sales.dto.ts:ApplyDiscountDto.reasonCodeId required (UUID match, not optional)",NONE found in this pass,,,,,
FR-POS-047,FR,POS,M,8.3.2,Configurable approval thresholds enforced,BACKEND,COMPLETE,"discounts.service.ts: threshold evaluation logic (line ~802 'above the configured threshold and requires...'), approval-helper.ts implements the shared threshold/approval evaluation",NONE found in this pass,,,,,
FR-POS-048,FR,POS,M,8.3.2,Approval via manager PIN/card/remote mobile without abandoning order,BACKEND,PARTIAL,"orders.controller.ts:resolveManager verifies managerEmployeeCode+managerPin via TERMINAL_PIN_VERIFIER, synchronously within the same request/order — PIN path implemented",NONE found,,Manager card-swipe and remote mobile-app approval-request channels not evidenced; only PIN-entry-on-terminal path exists,,,
FR-POS-049,FR,POS,M,8.3.2,Record amount/pct/reason/applying+approving employee/timestamp/context for every discount,BACKEND,COMPLETE,"orders.controller.ts discountSchema: reasonCodeId, appliedByEmployeeId, approvedByEmployeeId, approvalRequestId, createdAt all present and populated by discounts.service.ts",NONE found in this pass,,,,,
FR-POS-050,FR,POS,S,8.3.2,"Comp distinct from discount: free revenue, cost still recognised, inventory still depleted",BACKEND,COMPLETE,orders.controller.ts:applyComp -> discounts.service.ts:applyComp; discountSchema kind enum includes 'comp' distinct from 'discount',NONE found in this pass,,Inventory depletion continuing for a comped item not independently re-verified this pass beyond the schema/kind distinction,,,
FR-POS-051,FR,POS,M,8.3.2,Discount stacking controlled by exclusivity config; most-favourable single discount applied when exclusive,BACKEND,NOT_IMPLEMENTED,"NONE found in discounts.service.ts (only single-discount-per-line/order patterns observed, e.g. 'the line already carries a discount/comp' refusal in orders.controller.ts)",NONE,,"No promotion/exclusivity/most-favourable-discount selection logic found — appears only one discount total is ever permitted per line/order, not a stacking-with-exclusivity model",,,
FR-POS-055,FR,POS,S,8.3.3,"Automatic service charge %, per branch/order-type, conditional on guest count",BACKEND,DESIGNED_ONLY,orders.controller.ts orderSchema has serviceChargeTotal field; order-totals.ts references it (grep hit),NONE found,,"No write path found that computes/applies an automatic service charge — column exists, no service found that populates it based on guest count/branch/order-type config",,,POS-SERVICE-CHARGE-TIPS
FR-POS-056,FR,POS,S,8.3.3,Tip entry at payment / on terminal / post-payment adjustment,BACKEND,DESIGNED_ONLY,"orders.controller.ts orderSchema has tipTotal field; sales-payment.service.ts references tip handling (grep hit, not deep-read)",NONE found,,CapturePaymentDto has no tip field; no route accepts a tip amount — column exists without a write path in the reviewed capture flow,,,POS-SERVICE-CHARGE-TIPS
FR-POS-057,FR,POS,S,8.3.3,Tip pooling configuration + per-shift distribution report,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No tip-pool concept or distribution report found anywhere,,,POS-SERVICE-CHARGE-TIPS
FR-POS-058,FR,POS,M,8.3.3,Country pack rule on whether service charge itself is taxable,BACKEND,NOT_IMPLEMENTED,NONE — no service charge computation exists to apply a taxability rule to (see FR-POS-055),NONE,,Depends on FR-POS-055 existing first,FR-POS-055 not implemented,,POS-SERVICE-CHARGE-TIPS
FR-POS-060,FR,POS,M,8.4,11 tender types supported,BACKEND,PARTIAL,"sales.dto.ts:PAYMENT_TENDERS=['cash','manual_external_card'] only",NONE found in this pass,,"9 of 11 SRS tender types are absent: integrated-terminal card, digital wallet, gift card, loyalty points, store credit, voucher, bank transfer, on-account, aggregator-settled",,,POS-ADDITIONAL-TENDER-TYPES
FR-POS-061,FR,POS,M,8.4,"Split payment across multiple tenders, running balance",BACKEND,PARTIAL,orders.controller.ts:capturePayment supports repeated partial payments (order state open->partially_paid->completed) with remainingBalance returned in response,NONE found in this pass,,Only across the 2 implemented tender types (cash/manual_external_card); otherwise the multi-payment mechanics are present,,,
FR-POS-062,FR,POS,M,8.4,Bill splitting: equal/by-seat/by-item/by-amount,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No 'split bill' concept found anywhere in Sales module — grep for splitBill/billSplit returns zero hits,,,POS-BILL-SPLITTING
FR-POS-063,FR,POS,M,8.4,"Cash change computation + country-pack cash-rounding, recorded as separate ledger amount",BACKEND,COMPLETE,sales-payment.service.ts (referenced via orders.controller.ts capturePayment -> paymentService.capture) computes roundingAdjustment; orderSchema has roundingAdjustment field distinct from other totals,NONE found in this pass,,"Full arithmetic not re-derived line-by-line this pass, but the field/flow exists end-to-end",,,
FR-POS-064,FR,POS,M,8.4,Integrated card payment lifecycle: timeout/decline/partial-approval/comms-failure handling,BACKEND,NOT_IMPLEMENTED,Self-documented absence: sales.dto.ts CapturePaymentDto comment states terminalReference is 'never a ROS-side integrated-terminal session id (FR-POS-064 is not implemented)',NONE,,Explicitly not implemented per the code's own documentation,,,POS-INTEGRATED-CARD-TERMINAL
FR-POS-065,FR,POS,M,8.4,Payment idempotency — retried request must not double-charge,BACKEND,COMPLETE,"orders.controller.ts capturePayment: @Idempotent() decorator + docblock 'no second Payment, no second paid_total increment'; common/idempotency module backs it",NONE found in this pass,,,,,
FR-POS-066,FR,POS,M,8.4,No PAN/CVV/track storage; only last4/scheme/auth-code/terminal-ref retained,BACKEND,COMPLETE,sales.dto.ts:CapturePaymentDto has only cardScheme/last4(4-digit regex)/authorizationCode fields — structurally no PAN/CVV field exists to populate,NONE found in this pass,,,,,
FR-POS-067,FR,POS,S,8.4,"On-account sales to credit customers, configurable credit limit enforcement",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No credit-customer/on-account tender or credit-limit check found anywhere,,,
FR-POS-070,FR,POS,M,8.5,Distinguish 4 correction ops: void-prefire / void-postfire / cancel / refund,BACKEND,PARTIAL,"orders.controller.ts implements voidLine (pre-fire), voidLinePostFire, issueRefund as 3 distinct, separately-permissioned routes",NONE found in this pass,,Order-level cancellation (the 4th operation) has no route — only a state-machine transition exists with no API to reach it (see BR-POS-003),,,POS-ORDER-CANCELLATION
